"fid","name","gender","lifespan","age_at_death","birth","place_birth_lat","place_birth_lon","place_birth","death","place_death_lat","place_death_lon","place_death","count_memories","count_stories","count_photos","count_sources","count_parents","count_siblings","count_spouses","count_children"
"LRFJ-QRD","Robert de Avenel","Male","about 1360–From 1387 to 1402",42,"+1360","53.15812","-0.23925","Lincolnshire, England, United Kingdom","+1387","52.95","1.09","Salt House, Norfolk, England, United Kingdom",0,0,0,2,2,0,1,1
"GJ3Y-4JT","Juliana Belknap","Female","about 1360–after 1417",58,"+1360",NA,NA,NA,"+1417",NA,NA,NA,0,0,0,1,2,4,2,2
"GS4Z-GVN","John de Holbrook","Male","about 1350–about 1440",90,"+1350","51.9916","1.0007","Holton St Mary, Suffolk, England, United Kingdom","+1440","51.9916","1.0007","Holton St Mary, Suffolk, England, United Kingdom",0,0,0,0,2,5,1,1
"2Z3C-RNT","Maud Agnes Burchid","Female","about 1352–",NA,"+1352","51.9916","1.0007","Holton St Mary, Suffolk, England, United Kingdom",NA,NA,NA,NA,0,0,0,0,0,0,1,1
"G4QC-HRL","William Sidney","Male","1325–1370",45,"+1325","50.87957","0.00651","Lewes, Sussex, England","+1370","51.28114","-0.40057","Surrey, England",0,0,0,1,2,0,1,1
"GQKD-X35","Johanna Brokhull","Female","about 1325–",NA,"+1325","50.981","-0.3385","Kingsham, Sussex, England",NA,NA,NA,NA,0,0,0,0,2,0,1,1
"LCRB-F2Q","John Clumford","Male","about 1335–1 September 1390",55,"+1335","50.9229","0.4092","Penhurst, Sussex, England, United Kingdom","+1390-09-01","50.9229","0.4092","Penhurst, Sussex, England. United Kingdom",0,0,0,0,2,0,1,1
"LZPL-LD3","Anne Coombs","Female","about 1338–about 1401",63,"+1338","50.9229","0.4092","Penhurst, Sussex, England. United Kingdom","+1401","50.9229","0.4092","Penhurst, Sussex, England. United Kingdom",0,0,0,0,0,0,1,1
"G7H9-S6C","John Mitchell","Male","about 1348–after 1359",12,"+1348","52.4379","-1.6496","England, United Kingdom","+1359",NA,NA,NA,0,0,0,0,2,0,1,1
"G32J-NLJ","Clemency Gilbert","Female","about 1340–",NA,"+1340","52.4379","-1.6496","England, United Kingdom",NA,NA,NA,NA,0,0,0,0,0,0,1,1
"GNY5-DC9","Hamelin Matham","Male","1340–about 1382",42,"+1340","51.4","-0.35","Molesey, Surrey, England","+1382","51.816","0.1475","Sawbridgeworth, Hertfordshire, England, United Kingdom",0,0,0,1,2,4,1,2
"GMNV-K21","Ceciley de Lyons","Female","about 1340–about 1379",39,"+1340","50.9229","0.4092","Penhurst, Sussex, England, United Kingdom","+1379","52.4379","-1.6496","England, United Kingdom",0,0,0,1,2,0,1,2
"L555-CP9","Robert De Tatton Of Withenshaw","Male","1342–after 1396",55,"+1342","53.18268","-2.53046","Cheshire, England, United Kingdom","+1396","53.18268","-2.53046","Cheshire, England, United Kingdom",0,0,0,1,1,0,1,2
"LBSY-SSM","Alice de Massey","Female","1347–1377",30,"+1347","53.0918","-2.8177","Coddington, Cheshire, England, United Kingdom","+1377","52.4379","-1.6496","England, United Kingdom",0,0,0,1,0,0,1,2
"945G-9G3","John Nyernuyt","Male","Abt 1365–",NA,"+1365","51.76274","-0.65918","Buckinghamshire, England, United Kingdom",NA,NA,NA,NA,0,0,0,1,0,0,1,1
"L2RW-1BT","Thomas Buckhorne","Male","Abt 1365–",NA,"+1365","51.5396","-0.6554","Of Burnham, Buckinghamshire, England, United Kingdom",NA,NA,NA,NA,0,0,0,0,2,0,1,1
"L2R4-M7V","Elinore Buckhorne","Female","Abt 1370–",NA,"+1370","51.5396","-0.6554","Of Burnham, Buckinghamshire, England, United Kingdom",NA,NA,NA,NA,0,0,0,0,0,0,1,1
"LCRH-2Z4","Sir Thomas Percy","Male","1366–1388",22,"+1366","52.7079","-2.7544","Shrewsbury, Shropshire, England","+1388","40.43","-4","Spain",2,2,0,5,2,4,1,1
"9CSL-LBL","Elizabeth Strathbogie","Female","1 March 1362–10 September 1416",54,"+1362-03-01","55.16843","-1.72568","Mitford & Felton, Northumberland, England","+1416-09-10","54.26667","-1.3","Upsall, Yorkshire, England",2,0,2,4,2,1,2,2
"KZJT-X4J","Reginald Cobham 1st Baron Cobham","Male","1300–5 October 1361",61,"+1300","51.16666","-0.01666","Sterborough Castle, Lingfield, Surrey, England","+1361-10-05","51.16666","-0.01666","Sterborough Castle, Lingfield, Surrey, England",1,0,1,5,2,8,1,2
"LZ2V-Y4D","Joane de Berkeley","Female","1325–2 October 1369",44,"+1325","51.88419","-2.14462","Gloucestershire, England","+1369-10-02","51.5046","-0.0888","Southwark, London, Middlesex, England",1,0,1,2,2,8,2,2
"GLK2-Q15","Sir John Culpeper","Male","Abt 1305–Abt 1376",71,"+1305","52.4379","-1.6496","England","+1376","51.148","0.3287","Pembury, , Kent, England",1,0,1,0,2,1,1,1
"GLKL-F6B","Elizabeth Hardreshull","Female","Abt 1320–Abt 1386",66,"+1320","52.33781","-1.56089","Warwickshire, , , England","+1386","52.4379","-1.6496","England",1,0,1,2,2,4,2,2
"GZFM-PBC","Nicholas de Grene","Male","1328–1378",50,"+1328","52.3571","-0.7022","Isham, Northamptonshire, England","+1378","52.6914","-0.6325","Exton, Rutland, England",4,0,3,1,2,0,1,2
"GZFM-X5Z","Johanna de Brus","Female","1338–28 June 1421",83,"+1338","52.6914","-0.6325","Exton, Rutland, England","+1421-06-28","52.6914","-0.6325","Exton, Rutland, England",1,0,1,2,2,9,1,2
"LH7X-59G","Henry de Scarisbrick II","Male","1362–June 1420",58,"+1362","53.6126","-2.9354","Scarisbrick, Lancashire, England, United Kingdom","+1420-06","53.6126","-2.9354","Scarisbrick, Lancashire, England, United Kingdom",2,2,0,0,2,1,1,5
"G76N-DJG","Isabel Derwentwater","Female","1362–1442",80,"+1362","54.8734","-3.096","Cumberland, England, United Kingdom","+1442","53.5692","-2.88746","Ormskirk, Lancashire, England, United Kingdom",0,0,0,0,2,1,1,5
"GL8H-K31","William Hall","Male","1375–",NA,"+1375","52.4379","-1.6496","England",NA,NA,NA,NA,0,0,0,0,0,0,1,1
"GG3K-952","Mrs Wiliam Hall","Female","about 1375–",NA,"+1375","52.4379","-1.6496","England",NA,NA,NA,NA,0,0,0,0,0,0,1,1
"LJGC-PX4","Thomas Brooke","Male","1340–",NA,"+1340","53.1833","-1.65","Haddon Hall, Shropshire, England, United Kingdom",NA,NA,NA,NA,0,0,0,1,1,0,1,1
"MW5W-HKC","Margaret Hill","Female","1345–",NA,"+1345","52.64306","-2.71362","Beckington, Shropshire, England, United Kingdom",NA,NA,NA,NA,0,0,0,3,0,0,1,1
"G431-JVL","Thomas Sheffield","Male","about 1360–",NA,"+1360","53.0169","0.06683","Butterwick, Lincolnshire, England",NA,"52.9864","0.0664","Butterwick, Lincolnshire, England, United Kingdom",0,0,0,0,0,0,1,1
"MKV9-TBK","Ellen","Female","Abt 1360–1443",83,"+1360","52.9864","0.0664","Butterwick, Lincolnshire, England, United Kingdom","+1443","53.0169","0.06683","Butterwick, Lincolnshire, England, United Kingdom",0,0,0,0,0,0,1,1
