"fid","name","gender","lifespan","age_at_death","birth","place_birth_lat","place_birth_lon","place_birth","death","place_death_lat","place_death_lon","place_death","count_memories","count_stories","count_photos","count_sources","count_parents","count_siblings","count_spouses","count_children"
"GLTP-4TV","Freskin de Moray","Male","1222–1269",47,"+1222","57.7","-3.4","Duffus, Morayshire, Scotland, United Kingdom","+1269","57.7","-3.4","Duffus, Morayshire, Scotland, United Kingdom",0,0,0,0,2,1,1,1
"GXWH-CKR","Johanna de Gunn of Strathnaver","Female","1222–",NA,"+1222","56.81674","-4.18396","Strathnaver, Scotland, United Kingdom",NA,NA,NA,NA,0,0,0,0,1,1,1,1
"GLVG-883","Malise 5th Earl of Strathearn","Male","about 1225–23 November 1271",46,"+1225","56.4","-3.53333","Ruthven Castle, Perthshire, Scotland","+1271-11-23","46","2","FRANCE",3,0,3,1,2,5,2,7
"GCSS-3MH","Matilda Gillebrigte","Female","Abt 1225–BY 1267",42,"+1225",NA,NA,NA,"+1267",NA,NA,NA,0,0,0,0,1,1,2,5
"LC36-KRK","Sir Alexander Comyn 6th Earl of Buchan, Constable and Justiciar of Scotland","Male","1217–Bef 6 April 1290",73,"+1217","57.53695","-1.99588","Buchan, Aberdeenshire, Scotland",NA,"57.53695","-1.99588","Buchan, Aberdeenshire, Scotland",12,2,10,8,2,5,1,13
"L19F-1S1","Elizabeth de Quincy","Female","1220–about 4 May 1303",83,"+1220","51.0629","-1.3148","Winchester, Hampshire, England","+1303-05-04","57.53695","-1.99588","Buchan, Aberdeenshire, Scotland",5,1,3,5,2,2,2,13
"GQ2D-F1L","John de Chisholm Del Counte de Berwyke, 3rd of Chisholme","Male","about 1258–1321",63,"+1258","55.7709","-2.1055","Paxton, Berwickshire, Scotland","+1321","55.77","-2.1037","Paxton, Berwickshire, Scotland",1,0,1,3,1,0,1,1
"GVSD-J85","Sir Robert de Lawedre of the Bass","Male","1263–1337",74,"+1263","56.81674","-4.18396","Scotland","+1337","56.81674","-4.18396","Scotland",0,0,0,0,2,0,1,1
"GVSD-DV7","Lady Elizabeth","Female","1264–2 December 1337",73,"+1264","56.4","-3.4333","Perth, Perthshire, Scotland","+1337-12-02","56.81674","-4.18396","Scotland",0,0,0,0,0,0,1,1
"LR9R-CVG","Henry Haliburton","Male","Abt 1232–1320",88,"+1232","55.75","-2.5","Haliburton, Berwickshire, Scotland","+1320",NA,NA,NA,0,0,0,2,2,1,1,1
"LZ8J-9KD","Agnes Mordington","Female","Abt 1236–1323",87,"+1236","55.8","-2.08333","Mordington Mains, Berwickshire, Scotland","+1323","55.75","-2.5","Halyburton, Berwickshire, Scotland",0,0,0,5,1,0,2,1
"G2JH-6TZ","Sir Hugh Giffard","Male","Abt 1220–1267",47,"+1220","55.9037","-2.7449","Yester, Haddingtonshire, Scotland","+1267","55.9037","-2.7449","Yester, Haddingtonshire, Scotland",1,0,1,0,2,10,2,2
"LHL4-486","Joan de Halsbury","Female","Abt 1232–1287",55,"+1232","50.73646","-3.71887","Devon, Inglaterra","+1287","50.73646","-3.71887","Devon, England",4,0,3,10,2,0,2,16
"MDWQ-WYS","Sir Alan Stewart of Dreghorn","Male","Abt 1272–19 July 1333",61,"+1272","55.6","-4.61667","Dreghorn, Ayrshire, Scotland","+1333-07-19","55.7703","-2.0048","Berwick-Upon-Tweed, Northumberland, England",5,2,3,2,2,8,1,3
"LC7X-TLV","Marion Cameron","Female","1277–about 1372",95,"+1277","56.25","-5.25","Locheil, Argyll, Scotland","+1372","55.6","-4.61667","Dreghorn, Ayrshire, Scotland",2,0,2,14,2,6,1,4
"LKMF-1H7","William de Rule Turnbull Baron of Minto","Male","1289–19 July 1333",44,"+1289","56.81674","-4.18396","Scotland","+1333-07-19","55.33405","-1.98349","Northumberland, England",3,1,1,0,2,0,1,2
"G9R9-PKQ","Margaret Douglas","Female","1295–1321",26,"+1295","55.86667","-3.06667","Dalkeith, Midlothian, Scotland","+1321","57.43333","-6.58333","Dunvegan Castle, Inverness-shire, Scotland",1,0,1,0,1,0,1,2
"LKNT-RQ8","Walter Wardlaw","Male","1240–",NA,"+1240","55.43333","-2.78333","Wilton, Roxburghshire, Scotland",NA,"56.81674","-4.18396","Scotland",1,0,1,0,1,0,1,1
"LB12-S51","McDowall","Male","1245–",NA,"+1245","54.84049","-4.04658","Galloway, Scotland",NA,"56.81674","-4.18396","Scotland",0,0,0,0,0,0,1,1
"LB12-SRM","Comyn","Female","1243–1286",43,"+1243","57.4784","-4.2242","Inverness, Inverness-shire, Scotland","+1286","56.81674","-4.18396","Scotland",0,0,0,0,0,0,1,1
"LY35-7MC","Sir Neil Campbell of Lochow","Male","January 1258–February 1315",57,"+1258-01","56.25","-5.25","Lochow, Argyllshire, Scotland","+1315-02","56.25","-5.25","Lochow, Argyllshire, Scotland",15,4,12,5,2,9,2,4
"G6J1-N4D","Alyse Margaret Crawford","Female","1260–1310",50,"+1260","56.25","-5.25","Argyll and Bute, Scotland","+1310","56.40387","-5.0498","Lochawe, Argyll and Bute, Scotland",5,2,3,1,2,0,1,1
"GXM7-DFX","John Mor Earl of Lennox","Male","1268–December 1306",38,"+1268","55.96","-4.53","Loch Lomond, Dunbartonshire, Scotland","+1306-12","55.96","-4.53","Dunbartonshire, Scotland",3,2,1,0,2,6,1,1
"G4DM-6LJ","Marjorie Campbell","Female","about 1269–1308",39,"+1269","56.46666","-5.33333","Lochawe Castle, Lochawe, Argyll, Scotland","+1308","56.81674","-4.18396","Scotland",2,2,2,0,2,9,1,1
"GJ81-TBR","David de Lindsay Lord of Breneville","Male","1203–1249",46,"+1203","56.0094","-2.85918","Aberlady, Haddingtonshire, Scotland","+1249","55.5","-4.5","Breneville, Ayrshire, Scotland",4,2,2,0,2,0,1,1
"GJ1M-7MF","Margaret Crawford","Female","about 1208–1250",42,"+1208","55.5","-4.5","Ayrshire, Scotland","+1250","55.8","-2.08333","Mordington, Berwickshire, Scotland",3,2,1,0,2,2,1,1
"L87D-4L4","Walter de Lindsay Lord of Lamberton","Male","about 1231–2 November 1271",40,"+1231","55.8","-2.0833","Mordington, Berwickshire, Scotland","+1271-11-02","54.38216","-2.77954","Westmoreland, England",1,0,1,4,2,5,2,10
"GZYP-HGW","Christiana Hose","Female","Abt 1230–Aft 1261",32,"+1230","55.8083","-2.0517","Lamberton, Mordington, Berwickshire, Scotland","+1261","56.5751","-3.43883","Craigie, Scotland",1,0,1,0,1,0,2,9
"GJ3H-MDF","Laurence Abernethy","Male","about 1175–1245",70,"+1175","56.333","-3.3116","Abernethy, Perthshire, Scotland","+1245","56.5","-4","Perthshire, Scotland",6,2,5,0,2,4,2,8
"GF5F-DJV","Mary Devorguilla de Galloway","Female","1185–18 December 1241",56,"+1185","56.4","-3.4333","Perth, Perthshire, Scotland","+1241-12-18","52.7193","-0.7799","Whissendine, Rutland, England",1,1,0,0,1,0,1,5
"G8N4-4ST","Eóghan "" MacDougall"" Macdubhghaill","Male","1212–1268",56,"+1212","56.25","-5.25","Gylen Castle, Island of Kerrera, Lorn, Argyll, Scotland","+1268","56.41667","-5.46667","Dunollie Castle, Oban, Argyllshire, Scotland",10,2,11,11,2,2,1,7
"G2FR-CXD","Eugena MacDonnchadh De Ergadia","Female","1204–1250",46,"+1204","56.41667","-5.48333","Dunollie Castle, Oban, Argyll, Scotland","+1250","56.41667","-5.48333","Dunollie Castle, Oban, Argyll, Scotland",4,3,2,1,2,0,1,7
"M471-D7G","Walter Stewart Earl Of Menteith","Male","January 1218–29 June 1294",76,"+1218-01","55.48333","-4.4","Dundonald Castle, Kyle, Ayrshire, Scotland","+1294-06-29","56.25","-4.25","Inchmoh Island, Loch Rusky, Stirlingshire, Scotland",11,3,8,5,2,4,1,5
"G6WK-YN3","Mary Menteith","Female","Abt 1225–1286",61,"+1225","56.5","-4","Menteith, Perthshire, Scotland","+1286","55.56667","-4.58333","Dundonald, Ayrshire, Scotland",1,0,2,1,2,2,1,5
"GH9M-VQF","Sir Robert Sinclair 4th Earl Of Strathearn","Male","Abt 1176–August 1244",68,"+1176","56.4","-3.53333","Ruthven, Perthshire, Scotland","+1244-08","56.4","-3.53333","Ruthven, Perth, Scotland",3,0,3,1,2,19,1,6
"G8JF-2PY","Matilda de Moravia","Female","1178–1247",69,"+1178","59","-3","Orkney Islands, Orkney, Scotland","+1247","55.8591","-3.1675","Roslin, Midlothian, Scotland",2,0,2,0,2,2,1,6
"GJBD-YJQ","Gilbert Fraser","Male","1208–7 January 1263",55,"+1208","56.1","-3.93333","Touch-Fraser, Stirlingshire, Scotland","+1263-01-07","56.1","-3.93333","Touch, Stirlingshire, Scotland",15,3,12,4,2,0,2,8
"LY3D-K9R","Christian Lascelles","Female","Abt 1205–1270",65,"+1205","55.5939","-3.3726","Drumelzier, Peeblesshire, Scotland","+1270","57.47017","-1.78891","Stirling, Aberdeenshire, Scotland",4,3,1,1,2,5,1,7
"LZ6R-LLG","Sir Robert De Bruce V","Male","about 1225–31 MAR 1295",70,"+1225","54.98333","-3.26666","Annandale District, Dumfriesshire, Scotland","+1295-03-31","55.11667","-3.45","Lochmaben, Dumfries-shire, Scotland",16,3,12,19,2,0,1,9
"GL79-GFH","Isabel de Clare","Female","2 November 1226–1280",54,"+1226-11-02","54.6333","-128.4333","Usk, Monmouth, England","+1280",NA,NA,NA,4,0,4,7,2,9,1,9
"LTDY-PP4","Niall de Carrick 2nd Earl of Carrick","Male","1202–13 June 1256",54,"+1202","55.2","-4.66667","Carrick, Ayrshire, Scotland","+1256-06-13","56.1","-4.9","Carrick, Argyll, Scotland",14,2,14,7,2,10,1,7
"LZLG-N3J","Margaret Stewart Countess of Carrick","Female","Abt 1206–1255",49,"+1206","55.4667","-3.65","Crawford, Lanarkshire, Scotland","+1255","54.84049","-4.04658","Carrack, Galloway, Scotland",5,2,3,7,2,7,1,7
"G7RV-DB4","Thomas Bisset","Male","1252–",NA,"+1252","57.17","-4.6","Inverness-shire",NA,NA,NA,NA,0,0,0,0,2,3,1,1
"GVLD-RJZ","Mary Oliver","Female","1248–1291",43,"+1248","56.81674","-4.18396","Scotland","+1291","56.81674","-4.18396","Scotland",0,0,0,0,0,0,1,1
"G2WL-BZ7","William Bradburn","Male","1270–",NA,"+1270","56.81674","-4.18396","Scotland",NA,NA,NA,NA,0,0,0,0,0,0,1,1
"GS5M-64D","Duncan MacDuff 9th Earl of Fife","Male","1262–25 September 1289",27,"+1262","56.16667","-3.01667","Methil, Fifeshire, Scotland","+1289-09-25","56.81674","-4.18396","Petpolloch, Scotland (Murdered)",3,0,2,2,2,1,1,5
"949X-HJK","Lady Joan de Clare Countess of Fife","Female","1268–1322",54,"+1268","52.06458","-2.02507","Elmley Castle, Worcestershire, England","+1322","56.08333","-3.46667","Dunfermline, Fife, Scotland",2,0,1,7,2,1,2,5
"9Z4T-JQC","Sir Ralph de Monthermer 1st Earl of Gloucester and Hertford","Male","1270–05 April 1325",55,"+1270","52.13436","-2.74917","Herefordshire, England","+1325-04-05","51.0687","-1.794","Salisbury, Wiltshire, England",15,3,12,3,2,0,2,7
