"fid","name","gender","lifespan","age_at_death","birth","place_birth_lat","place_birth_lon","place_birth","death","place_death_lat","place_death_lon","place_death","count_memories","count_stories","count_photos","count_sources","count_parents","count_siblings","count_spouses","count_children"
"GHZ1-PFH","Katherine Hamerton","Female","about 1355–",NA,"+1355","53.95878","-1.08248","Yorkshire, England",NA,NA,NA,NA,0,0,0,1,0,0,1,1
"GDCP-5FC","Thomas Markenfield","Male","Abt 1380–1415",35,"+1380","54.09896","-1.54387","Markingfield Hall, Yorkshire, England","+1415","54.09896","-1.54387","Markingfield Hall, Yorkshire, England",3,1,2,6,2,0,1,10
"LDYP-HCW","Beatrice Sothill","Female","about 1375–1430",55,"+1375","54.08795","-1.70106","Ripon Liberty, Yorkshire, England","+1430","53.7","-1.61666","Soothill, Yorkshire, England",1,0,1,6,2,4,1,10
"L25L-MB9","Lord Simon de Cooper II","Male","1375–1422",47,"+1375","56.25","-3.16667","Fife, Scotland","+1422","52.64306","-2.71362","Shropshire, England",1,1,0,0,2,0,1,1
"G6QM-9DG","Barnard de Bois","Male","1356–",NA,"+1356","52.4379","-1.6496","England",NA,NA,NA,NA,0,0,0,0,2,0,1,1
"GHHC-2H5","Friswell Hallam","Female","1355–",NA,"+1355","52.4379","-1.6496","England",NA,"51.6733","0.1255","Theydon Garnon, Essex, England",0,0,0,0,0,0,1,1
"GV1V-GDK","William","Male","about 1355–",NA,"+1355","55.9535","-3.1892","Edinburgh, Midlothian, Scotland",NA,NA,NA,NA,0,0,0,0,0,0,1,1
"GJJB-7H4","Mr Stanbridge","Male","about 1380–Deceased",NA,"+1380",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1
"GJJT-RPY","Evetts","Male","about 1375–",NA,"+1375","51.22608","0.75054","Kent, England",NA,NA,NA,NA,0,0,0,0,0,0,1,1
"9MP5-L2C","Hugh Cranmer","Male","–",NA,NA,"52.97322","-0.13843","Sutterton, Lincolnshire, England, United Kingdom",NA,NA,NA,NA,0,0,0,2,2,1,1,1
"GKY7-PYQ","John de Aslacton","Male","Abt 1360–",NA,"+1360",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1
"GDP6-PWV","Sir William Marshall Earl of Pembroke","Male","1314–",NA,"+1314","52.58333","0.98333","Hingham, Norfolk, England",NA,"52.4379","-1.6496","England",3,0,3,3,2,5,1,1
"LVHK-LZX","Ann Empringham","Female","1309–1367",58,"+1309","52.58333","0.98333","Hingham, Norfolk, England","+1367","52.58333","0.98333","Hingham, Norfolk, England",0,0,0,0,2,0,1,1
"L8S6-N51","Nicholas Harden","Male","1321–1418",97,"+1321","52.0633","-1.3409","Banbury, Oxfordshire, England","+1418","51.85739","-1.29353","Oxfordshire, England",0,0,0,1,2,0,1,1
"L6NG-CS8","Margaret Blanche Alddersley","Female","1327–1418",91,"+1327","53.95878","-1.08248","Yorkshire, England","+1418","52.4379","-1.6496","England",0,0,0,1,0,0,1,1
"GDQT-S4N","Thomas Bingham","Male","Abt 1340–1389",49,"+1340","52.94656","-0.94946","Bingham, Nottinghamshire, England","+1389","52.953","-1.146","Nottingham, Nottinghamshire, England",0,0,0,0,0,0,2,4
"GDQT-4PD","Mary Ramsey","Female","Abt 1359–",NA,"+1359","51.34092","-1.59393","Marten, Great Bedwyn, Wiltshire, England",NA,NA,NA,NA,0,0,0,0,2,0,1,3
"K1TD-GVV","William Hatfield","Male","1349–1402",53,"+1349","53.56667","-0.98333","Hatfield, Yorkshire, England","+1402","53.56667","-0.98333","Hatfield, Yorkshire, England",1,0,1,0,2,0,1,4
"LZNR-TYX","Margaret Staunton","Female","1349–1381",32,"+1349","52.7861","-1.4415","Staunton Harold, Leicestershire, England","+1381","52.4379","-1.6496","England",0,0,0,0,2,1,1,4
"K1TD-GV3","John Reresby Esq","Male","ABT 1349–",NA,"+1349","53.15812","-0.23925","Lincoln, England",NA,NA,NA,NA,0,0,0,0,0,0,1,1
"K1T6-4GQ","Mrs John Reresby","Female","Abt 1351–",NA,"+1351","52.4379","-1.6496","England",NA,NA,NA,NA,0,0,0,0,0,0,1,1
"GC3M-2X6","John Marshall","Male","1349–1382",33,"+1349","53.0748","-0.8105","Newark-on-Trent, Nottinghamshire, England","+1382","52.4379","-1.6496","England",0,0,0,0,0,0,1,2
"GK9N-76S","Ellen Thorpe","Female","1348–",NA,"+1348","53.11546","-1.02722","Nottinghamshire, England",NA,"52.4379","-1.6496","England",0,0,0,1,2,0,1,2
"GLK5-CFG","Thomas Leeke","Male","1349–",NA,"+1349","52.4379","-1.6496","England, , , United Kingdom",NA,"52.4379","-1.6496","England, , , United Kingdom",0,0,0,0,2,6,1,2
"LT5Z-98Z","Sir Richard Baskerville , Baron of Eardisley","Male","1373–16 September 1394",21,"+1373","52.138","-3.0067","Eardisley, Herefordshire Unitary Authority, Herefordshire, England","+1394-09-16","52.138","-3.0067","Eardisley, Herefordshire Unitary Authority, Herefordshire, England",6,0,2,4,2,2,1,1
"L2J7-F52","Joan Everingham","Female","Abt 1363–1390",27,"+1363","51.9874","-2.9206","Laxton, Herefordshire, England","+1390","52.4379","-1.6496","England",2,0,2,2,2,6,2,6
"KHS2-HJ5","Sir John De Brugge","Male","1368–30 September 1436",68,"+1368","51.914","-2.587","Ross, Herefordshire, of Argincourt, England","+1436-09-30","51.9147","-2.5834","Ross-on-Wye, Herefordshire, England",2,0,1,1,2,5,2,7
"GNPM-Z75","Joan Pyne","Female","about 1365–7 July 1456",91,"+1365","52.0768","-2.8604","Bridge Sollers, Herefordshire, England","+1456-07-07","51.9147","-2.5834","Ross-on-Wye, Herefordshire, England",1,0,1,0,1,1,1,4
"GD1R-XJ4","John Blackett","Male","1345–25 July 1418",73,"+1345","53.95525","-1.07822","York Castle, York, Yorkshire, England","+1418-07-25","52.4379","-1.6496","England",0,0,0,1,2,2,1,2
"LB5M-MMV","Margaret de Hastings","Female","1353–29 March 1407",54,"+1353","53.95525","-1.07822","York Castle, York, Yorkshire, England","+1407-03-29","52.58308","-0.9222","Noseley, Leicestershire, England",0,0,0,1,2,6,2,6
"LH1W-R4Z","Thomas Beaupenny","Male","1354–1410",56,"+1354","51.11974","-2.9","Somerset, England, United Kingdom","+1410","50.73646","-3.71887","Devon, England, United Kingdom",0,0,0,0,2,1,2,3
"GNF2-HD1","Margaret de la Mere","Female","Abt 1355–26 July 1409",54,"+1355","51.88419","-2.14462","Gloucestershire, England, United Kingdom","+1409-07-26","51.88419","-2.14462","Gloucestershire, England, United Kingdom",0,0,0,0,2,0,1,2
"GGGK-LRK","John Jennens","Male","–",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,1
"GGGK-2P2","Mary Weaman","Female","–",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1
"GHNT-71G","Richard Le Carter","Male","1362–1440",78,"+1362","53.841","-0.424","Beverley, Yorkshire, England","+1440","51.6617","-0.3971","Watford, Hertfordshire, England",0,0,0,2,2,3,1,1
"GLJY-DV9","Lady Joan Elizabeth le Bauer","Female","1365–1412",47,"+1365","53.841","-0.424","Beverley, Yorkshire, England","+1412","51.6617","-0.3971","Watford, Hertfordshire, England",0,0,0,1,2,0,2,2
"GGJX-CB3","Frazier of Doncaster","Male","about 1375–",NA,"+1375","53.523","-1.1328","Doncaster, Yorkshire, England",NA,NA,NA,NA,0,0,0,0,0,0,1,1
"G8S6-WW6","John le Covert","Male","1346–1446",100,"+1346","52.4379","-1.6496","England","+1446","52.4379","-1.6496","England",0,0,0,0,0,0,1,1
"G8S6-7L5","Joan le Carter","Female","1364–1425",61,"+1364","52.4379","-1.6496","England","+1425","52.4379","-1.6496","England",0,0,0,0,0,0,1,1
"GG7D-1CM","Sir David Perrine","Male","–",NA,NA,"51.6617","-0.3971","Watford, Hertfordshire, England",NA,"51.6617","-0.3971","Watford, Hertfordshire, England",0,0,0,0,0,0,1,1
"GG7D-Y3H","Elizabeth Weedon","Female","–",NA,NA,"51.6617","-0.3971","Watford, Hertfordshire, England",NA,"51.6617","-0.3971","Watford, Hertfordshire, England",0,0,0,0,0,0,1,1
"K2MC-NZF","Nicolaus Torun","Male","1 January 1327–15 July 1410",83,"+1327-01-01","53.0104","18.605","Toruń, Kuyavia-Pomerania, Poland","+1410-07-15","52.3972","16.8702","Grunwald, Poznań, Wielkopolskie, Poland",1,0,1,0,2,0,1,1
"K2MC-N8D","Lady Christine Prussian","Female","2 April 1334–13 June 1360",26,"+1334-04-02","53","14","Stebak, Prussia, Europe","+1360-06-13","53.0217","18.6107","Torun, Prussia, Europe",0,0,0,0,0,0,1,1
"GV7V-CFV","John Goodrich","Male","1348–1412",64,"+1348","52.1773","0.8467","Felsham, Suffolk, England, United Kingdom","+1412",NA,NA,NA,0,0,0,0,0,0,1,1
"GV7V-DWR","Isabella Ralls","Female","1382–",NA,"+1382","52.4379","-1.6496","England, United Kingdom",NA,NA,NA,NA,0,0,0,0,0,0,1,1
"GLBB-SDN","Gilbert de la Haye","Male","1395–7 September 1436",41,"+1395","56.3915","-3.2132","Errol, Perthshire, Scotland","+1436-09-07","57.91667","-5.2","Ardmair, Cromartyshire, Scotland",2,0,1,0,2,1,2,4
"GJJ1-5VZ","Alicia Hay","Female","1395–1484",89,"+1395","55.9535","-3.1892","Edinburgh, Midlothian, Scotland","+1484","56.81674","-4.18396","Scotland",0,0,0,4,2,9,1,3
"GF48-PLR","James Douglas 7th Earl of Douglas","Male","1371–1443",72,"+1371","55.55","-3.83333","Douglas Castle, Lanarkshire, Scotland","+1443","55.55","-3.83333","Douglas Castle,Lanarkshire,Scotland",3,0,3,6,2,9,1,8
"K6HS-Q5N","Beatrice Sinclair Countess of Douglas","Female","1398–Bef 8 February 1463",65,"+1398","55.66897","-3.78367","Lanarkshire, Scotland",NA,"55.669","-3.7837","Lanarkshire, Scotland",2,0,2,5,2,5,1,8
"GFRX-W2F","Norman Leslie","Male","1380–1439",59,"+1380","56.2","-3.21667","Leslie, Fife, Scotland","+1439",NA,NA,NA,0,0,0,2,2,0,1,1
"GNVS-NLD","Christian Seton","Female","1395–",NA,"+1395","56.4","-3.4333","Perth, Perthshire, Scotland",NA,"52.4379","-1.6496","England",0,0,0,2,2,11,2,1
"G2GF-QJY","Walter Halyburton 1st Lord Haliburton of Dirleton","Male","before 1389–before 10 May 1447",58,NA,"56.04752","-2.77804","Dirleton Castle, Haddingtonshire, Scotland",NA,"56.3625","-3.6154","Gask, Perthshire, Scotland",1,0,1,1,2,2,1,7
"MQD4-XMH","Mary Douglas of Douglas, relic of Rothesay","Female","about 1375–1 May 1421",46,"+1375","55.5573","-3.8475","Douglas, Lanarkshire, Scotland","+1421-05-01","56.04752","-2.77804","Dirleton Castle, East Lothian, Scotland",1,0,1,0,2,9,2,7
"9WHQ-5SN","John Glover","Male","1360–Abt 1405",45,"+1360","52.04219","-2.42494","Ledbury, Herefordshire, England","+1405",NA,NA,NA,0,0,0,1,2,0,2,2
"LD5T-WBS","Sir William Alston","Male","1350–1397",47,"+1350","51.88672","0.58806","Stisted, Essex, England, United Kingdom","+1397","51.0115","0.7027","Wittersham, Kent, England, United Kingdom",1,0,1,0,2,0,1,2
"LVF3-QVG","Lady Anne Bolles","Female","1355–Aft 1386",32,"+1355","51.0115","0.7027","Wittersham, Kent, England, United Kingdom","+1386","51.0114","0.7039","Wittersham, Kent, England, United Kingdom",1,0,1,0,0,0,1,2
"G7C6-SCF","Michael Le Petit","Male","1342–12 September 1385",43,"+1342","50.2172","-4.9853","Philleigh, Cornwall, England","+1385-09-12","50.2172","-4.9853","Philleigh, Cornwall, England",0,0,0,4,2,0,1,3
"GJZJ-617","Amicia Bloyou","Female","1345–1393",48,"+1345","50.2172","-4.9853","Philleigh, Cornwall, England","+1393","50.2172","-4.9853","Philleigh, Cornwall, England",0,0,0,4,2,0,1,3
"LV46-RG4","Rankin de Fowlartoun","Male","1429–",NA,"+1429","56.81674","-4.18396","Scotland",NA,NA,NA,NA,3,0,3,0,2,0,1,1
"G2S7-JYJ","Mr Drysdale","Male","about 1410–",NA,"+1410","56.15","-3.75","Tillicoultry, Clackmannanshire, Scotland",NA,NA,NA,NA,0,0,0,1,0,0,1,7
"G2S7-CD6","Margaret Morice","Female","about 1413–",NA,"+1413","56.15","-3.75","Tillicoultry, Clackmannanshire, Scotland",NA,NA,NA,NA,0,0,0,1,0,0,1,7
"LF42-3CJ","Andrew Barton","Male","1420–2 July 1518",98,"+1420","55.9535","-3.1892","Edinburgh, Scotland","+1518-07-02","55.9535","-3.1892","Edinburgh, , Midlothian, Scotland",0,0,0,1,2,0,1,4
"9C8Q-B7G","Margaret Prestoun","Female","1423–1455",32,"+1423","56.20604","-2.76658","St Monans, Fife, Scotland","+1455","56.20604","-2.76658","Saint Monance, , Fife, Scotland",0,0,0,0,0,0,1,4
"947T-WNS","Robert Stedman","Male","1422–1477",55,"+1422",NA,NA,NA,"+1477",NA,NA,NA,0,0,0,0,2,0,1,1
"LD5M-BXW","William Robert Williamson","Male","1375–1452",77,"+1375","52.3161","-2.861","Wigmore, Herefordshire, England","+1452","52.3161","-2.861","Wigmore, Herefordshire, England",0,0,0,0,2,0,1,1
"GXSX-19W","Agnes Williamson","Female","1380–",NA,"+1380","52.4379","-1.6496","England",NA,NA,NA,NA,0,0,0,0,0,0,1,1
"G2LC-KP8","Robertson","Male","about 1385–",NA,"+1385",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1
"GS8F-W3V","Richard Roger St Barber de Ashington","Male","1367–1457",90,"+1367","50.9902","-2.6303","Ashington, Somerset, England","+1457","51.11974","-2.9","Somerset, England",0,0,0,3,2,2,1,2
"GMNF-66M","Margaret Longland","Female","1370–Deceased",NA,"+1370","51.11974","-2.9","Somersetshire, England, United Kingdom",NA,"50.9905","-2.6307","Ashington, Somerset, England, United Kingdom",0,0,0,0,1,0,1,2
"GVNK-HS2","Stanley","Male","1384–Deceased",NA,"+1384","52.4379","-1.6496","England, UnIted Kingdom",NA,NA,NA,NA,0,0,0,0,0,0,1,1
"GVNK-SGQ","Mrs Stanley","Female","1389–Deceased",NA,"+1389","52.4379","-1.6496","England, UnIted Kingdom",NA,NA,NA,NA,0,0,0,0,0,0,1,1
"GVNK-68N","Bird","Male","1394–",NA,"+1394","52.4379","-1.6496","England, United Kingdom",NA,NA,NA,NA,0,0,0,0,0,0,1,1
"GVNK-FJN","Mrs Bird","Female","1399–",NA,"+1399","52.4379","-1.6496","England",NA,NA,NA,NA,0,0,0,0,0,0,1,1
"L6KR-71P","Sir, John Curzon","Male","1394–1450",56,"+1394",NA,NA,NA,"+1450",NA,NA,NA,0,0,0,1,0,0,1,1
"G614-N6Q","Joan Baggott","Female","9 January 1385–10 January 1451",66,"+1385-01-09","52.9688","-1.5527","Kedleston, Derbyshire, England","+1451-01-10","52.9688","-1.5527","Kedleston, Derbyshire, England",1,0,1,1,2,7,2,18
"G9Q6-BH2","Jehan Thiesselin","Male","environ 1329–environ 1399",70,"+1329","48.2014","5.9507","Vittel, Vosges, Lorraine, France","+1399","49.7814","3.212","Séraucourt-le-Grand, Aisne, Picardie, France",0,0,0,0,2,0,2,3
"GF1L-Z9K","Jeanne Thiesselin","Female","–",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1
